aX,aY,aZ,gX,gY,gZ
0.34,0.15,0.65,-20.26,18.01,-44.74
0.34,0.15,0.61,-20.02,17.64,-44.68
0.34,0.14,0.58,-20.87,16.48,-44.74
0.34,0.14,0.58,-24.05,12.76,-44.80
0.35,0.14,0.59,-26.12,9.89,-45.04
0.35,0.12,0.60,-27.28,7.69,-45.96
0.35,0.12,0.58,-27.40,6.35,-46.02
0.36,0.10,0.58,-27.16,3.85,-46.57
0.36,0.09,0.58,-25.27,2.08,-46.63
0.36,0.08,0.53,-23.25,1.16,-46.57
0.36,0.11,0.50,-20.20,-1.22,-46.02
0.37,0.11,0.50,-16.36,-5.62,-46.57
0.37,0.10,0.52,-13.06,-9.52,-47.55
0.37,0.13,0.55,-9.09,-13.61,-47.18
0.37,0.12,0.60,-3.91,-16.97,-48.22
0.37,0.11,0.61,1.40,-18.80,-49.38
0.38,0.05,0.65,6.04,-19.96,-51.15
0.38,0.00,0.65,9.46,-20.51,-51.15
0.37,0.02,0.61,10.31,-20.26,-49.32
0.36,-0.00,0.62,7.51,-22.89,-49.13
0.35,-0.02,0.71,1.77,-27.47,-49.80
0.35,0.00,0.75,-2.44,-28.50,-49.01
0.35,-0.04,0.74,-6.29,-26.06,-50.05
0.36,-0.04,0.74,-8.61,-24.60,-50.17
0.36,-0.06,0.69,-10.38,-23.13,-49.74
0.36,-0.12,0.65,-11.54,-23.13,-49.13
0.36,-0.12,0.66,-9.89,-25.57,-46.45
0.34,-0.12,0.67,-6.77,-27.65,-43.70
0.34,-0.09,0.68,-3.66,-28.99,-41.38
0.34,-0.10,0.70,-3.30,-30.15,-40.16
0.33,-0.07,0.69,-5.86,-30.27,-38.51
0.33,-0.07,0.71,-10.68,-31.07,-37.35
0.33,-0.10,0.73,-15.81,-31.62,-36.74
0.32,-0.10,0.70,-16.91,-30.15,-35.22
0.32,-0.11,0.67,-13.85,-29.79,-33.75
0.32,-0.12,0.66,-9.89,-31.01,-32.65
0.32,-0.10,0.68,-8.06,-33.26,-30.21
0.32,-0.07,0.71,-7.51,-36.13,-28.44
0.32,-0.01,0.71,-7.32,-36.99,-27.47
0.30,0.03,0.70,-7.26,-37.72,-27.59
0.30,0.01,0.74,-8.06,-40.59,-29.85
0.29,-0.06,0.79,-9.09,-42.54,-31.74
0.28,-0.09,0.83,-10.56,-42.79,-31.74
0.28,-0.13,0.85,-10.31,-41.69,-30.40
0.29,-0.17,0.84,-9.28,-39.37,-29.17
0.30,-0.19,0.82,-8.79,-38.64,-26.00
0.30,-0.17,0.84,-9.03,-39.12,-21.73
0.30,-0.12,0.87,-10.74,-39.86,-17.88
0.28,-0.08,0.86,-15.01,-38.70,-15.44
0.26,-0.01,0.85,-19.35,-38.57,-13.61
0.24,0.03,0.87,-24.48,-39.67,-13.37
0.22,0.06,0.89,-29.05,-40.95,-14.47
0.21,0.05,0.94,-30.82,-41.75,-15.93
0.19,0.02,0.92,-27.77,-40.47,-17.46
0.19,-0.02,0.89,-21.67,-38.39,-18.13
0.18,-0.07,0.84,-12.33,-38.09,-17.70
0.18,-0.10,0.83,-5.37,-39.86,-16.36
0.17,-0.11,0.83,-4.27,-42.36,-14.47
0.16,-0.10,0.84,-7.51,-44.43,-12.02
0.15,-0.10,0.89,-11.17,-47.12,-10.56
0.13,-0.10,0.93,-11.96,-48.34,-9.22
0.12,-0.09,0.93,-11.47,-47.18,-8.12
0.11,-0.08,0.92,-10.38,-46.39,-7.08
0.11,-0.10,0.93,-10.50,-45.59,-6.96
0.10,-0.12,0.88,-9.77,-44.07,-6.23
0.09,-0.12,0.81,-7.93,-42.91,-4.94
0.08,-0.07,0.80,-6.41,-45.65,-2.69
0.07,-0.04,0.88,-6.65,-51.21,-1.16
0.05,-0.06,0.98,-8.12,-54.50,-0.85
0.05,-0.03,1.05,-6.59,-53.77,0.18
0.05,-0.04,1.04,-2.62,-49.01,0.12
0.06,-0.09,0.96,0.24,-43.88,-1.16
0.06,-0.13,0.87,-0.61,-41.81,-0.37
0.06,-0.14,0.85,-3.11,-43.88,1.83
0.05,-0.13,0.88,-6.16,-47.24,4.82
0.02,-0.05,0.94,-6.84,-50.42,8.97
0.00,-0.00,1.02,-6.59,-52.92,10.56
-0.01,0.01,1.11,-6.04,-52.73,10.44
-0.01,0.03,1.09,-2.20,-48.16,10.31
-0.00,-0.03,0.99,2.62,-42.97,8.79
0.00,-0.08,0.94,5.80,-42.05,8.36
-0.01,-0.09,0.92,5.07,-44.37,10.19
-0.03,-0.10,0.98,0.06,-47.97,11.60
-0.05,-0.10,1.08,-4.64,-51.09,13.37
-0.06,-0.08,1.15,-5.68,-50.48,15.26
-0.07,-0.06,1.15,-3.36,-47.18,16.36
-0.08,-0.08,1.13,0.18,-43.15,16.48
-0.08,-0.07,1.07,3.48,-39.92,17.27
-0.08,-0.09,1.04,3.72,-38.64,18.01
-0.08,-0.11,1.01,1.53,-38.33,18.68
-0.07,-0.09,1.02,0.37,-39.49,20.69
-0.08,-0.10,1.03,-0.85,-40.53,22.16
-0.09,-0.03,1.05,-2.20,-40.71,24.78
-0.09,-0.01,1.11,-2.75,-41.81,25.94
-0.09,0.01,1.14,-2.08,-40.28,26.06
-0.09,0.04,1.12,-0.73,-37.05,26.79
-0.07,0.02,1.09,-1.59,-35.16,26.12
-0.07,0.02,1.09,-3.54,-34.42,26.55
-0.09,0.03,1.11,-4.58,-34.24,27.83
-0.10,0.05,1.15,-4.21,-33.69,28.93
-0.11,0.06,1.15,-2.93,-31.31,29.48
-0.13,0.07,1.10,-1.22,-27.65,29.72
-0.15,0.05,1.07,0.18,-26.00,29.85
-0.16,0.04,1.07,1.10,-26.79,30.70
-0.18,0.07,1.08,2.44,-26.31,32.41
-0.19,0.09,1.09,4.21,-25.70,33.08
-0.19,0.12,1.08,5.43,-24.90,32.71
-0.19,0.08,1.09,3.23,-24.23,30.46
-0.18,0.04,1.10,0.37,-24.66,28.93
-0.18,0.01,1.12,-3.05,-24.29,28.99
-0.19,0.01,1.14,-5.07,-23.68,30.40
-0.19,-0.02,1.14,-6.41,-21.97,31.31
-0.20,-0.04,1.15,-6.41,-20.08,32.29
-0.21,-0.06,1.16,-4.52,-17.70,34.48
-0.21,-0.07,1.14,-1.53,-14.65,36.62
-0.22,-0.07,1.12,0.61,-12.33,38.88
-0.23,-0.04,1.08,0.18,-10.62,41.26
-0.24,0.02,1.09,-2.50,-10.44,42.72
-0.24,0.01,1.11,-8.30,-10.68,41.26
-0.24,-0.00,1.09,-12.33,-9.58,39.55
-0.24,0.03,1.10,-12.76,-9.89,39.43
-0.24,0.03,1.12,-10.93,-9.64,38.64
-0.23,0.01,1.14,-8.79,-9.09,36.80
-0.23,-0.00,1.12,-5.86,-7.63,36.38
-0.23,-0.01,1.11,-3.54,-6.59,36.87
-0.23,0.00,1.11,-2.93,-6.35,37.90
-0.24,0.00,1.10,-3.85,-6.90,38.33
-0.24,-0.03,1.13,-5.07,-7.75,37.66
-0.24,-0.01,1.17,-5.19,-8.24,38.82
-0.24,-0.00,1.16,-5.86,-7.32,39.31
-0.25,0.02,1.16,-7.75,-6.71,39.86
-0.24,0.02,1.19,-8.85,-7.14,39.61
-0.24,0.04,1.20,-8.48,-6.23,39.49
-0.24,0.06,1.18,-7.45,-3.85,39.49
-0.24,0.05,1.17,-7.51,-2.26,38.64
-0.25,0.08,1.18,-8.36,-1.77,38.64
-0.26,0.09,1.18,-10.19,-0.31,38.21
-0.25,0.08,1.19,-12.15,1.34,37.23
-0.25,0.09,1.18,-11.90,3.30,36.93
-0.25,0.07,1.14,-9.70,5.98,36.93
-0.24,0.08,1.11,-7.87,6.84,37.48
-0.25,0.11,1.13,-6.59,6.29,38.82
-0.26,0.15,1.12,-6.65,6.71,39.12
-0.25,0.14,1.15,-7.20,6.77,37.72
-0.25,0.11,1.19,-8.00,7.57,36.68
-0.25,0.10,1.20,-8.73,10.50,36.80
-0.25,0.11,1.18,-10.19,14.10,37.48
-0.25,0.12,1.15,-11.29,16.85,38.02
-0.24,0.12,1.16,-11.66,17.70,38.02
-0.24,0.13,1.16,-11.41,19.04,38.33
-0.25,0.15,1.13,-11.23,20.57,38.94
-0.25,0.19,1.12,-11.54,21.00,39.31
-0.25,0.19,1.15,-11.29,20.87,38.39
-0.24,0.20,1.17,-10.80,21.61,36.87
-0.24,0.18,1.14,-10.31,24.17,35.46
-0.23,0.17,1.15,-10.25,26.00,34.18
-0.23,0.19,1.14,-11.23,27.10,34.48
-0.23,0.21,1.15,-11.17,28.81,34.36
-0.23,0.21,1.14,-12.02,30.03,33.33
-0.23,0.20,1.14,-11.78,31.43,32.47
-0.22,0.19,1.12,-10.44,33.02,31.86
-0.21,0.17,1.10,-8.24,34.55,31.62
-0.20,0.19,1.08,-5.00,35.46,32.23
-0.21,0.22,1.06,-2.62,36.13,32.35
-0.21,0.25,1.08,-2.56,34.97,31.25
-0.20,0.23,1.11,-4.39,34.85,28.81
-0.19,0.21,1.10,-6.90,36.74,26.67
-0.19,0.22,1.08,-8.97,38.76,25.88
-0.18,0.21,1.08,-10.86,39.12,24.66
-0.17,0.20,1.10,-12.51,39.61,23.25
-0.16,0.19,1.08,-11.35,41.81,22.58
-0.16,0.19,1.06,-9.46,43.70,22.16
-0.15,0.18,1.04,-7.87,44.31,22.28
-0.14,0.21,1.04,-7.81,44.19,22.95
-0.14,0.24,1.04,-8.85,44.62,22.89
-0.13,0.25,1.05,-10.31,44.56,21.36
-0.12,0.25,1.06,-13.31,45.04,19.90
-0.11,0.27,1.07,-15.69,46.39,18.80
-0.11,0.29,1.04,-17.09,49.07,17.21
-0.10,0.29,1.02,-18.92,50.48,15.44
-0.09,0.31,1.02,-19.71,50.48,14.22
-0.08,0.30,1.00,-19.78,51.21,12.88
-0.06,0.30,0.99,-19.35,51.82,11.35
-0.06,0.31,0.97,-18.98,52.19,10.56
-0.05,0.33,0.96,-18.43,52.06,9.58
-0.05,0.34,0.99,-17.94,50.72,8.06
-0.04,0.34,1.00,-17.88,51.27,6.47
-0.03,0.33,0.99,-16.60,53.16,4.76
-0.02,0.33,0.95,-14.65,55.24,3.48
-0.01,0.35,0.90,-13.18,55.91,2.69
-0.00,0.35,0.91,-13.37,54.02,1.40
0.01,0.36,0.95,-13.31,52.00,0.00
0.02,0.35,0.92,-12.82,53.04,-1.59
0.03,0.35,0.88,-12.21,53.89,-3.11
0.04,0.35,0.87,-11.41,52.92,-4.15
0.05,0.35,0.88,-10.50,51.03,-5.43
0.05,0.34,0.88,-8.30,50.17,-6.59
0.06,0.36,0.87,-4.76,50.29,-7.45
0.07,0.34,0.85,-2.69,50.11,-8.85
0.08,0.35,0.87,-2.75,48.71,-10.13
0.09,0.35,0.88,-3.97,47.85,-11.17
0.10,0.35,0.86,-5.62,48.16,-12.94
0.10,0.34,0.85,-7.39,47.73,-14.95
0.11,0.31,0.85,-8.18,46.69,-16.91
0.13,0.30,0.85,-8.67,46.45,-17.88
0.13,0.30,0.84,-9.52,46.33,-18.31
0.14,0.32,0.83,-10.86,45.84,-18.80
0.14,0.32,0.84,-12.82,44.80,-19.47
0.15,0.33,0.84,-13.18,44.56,-20.69
0.17,0.35,0.82,-11.11,45.04,-21.79
0.18,0.35,0.79,-9.70,44.98,-23.50
0.19,0.34,0.77,-10.07,43.52,-25.27
0.19,0.35,0.76,-10.74,41.99,-26.73
0.20,0.33,0.77,-12.08,40.16,-28.26
0.20,0.35,0.80,-12.51,38.27,-29.54
0.20,0.34,0.79,-10.80,37.96,-31.07
0.21,0.34,0.77,-8.00,38.15,-32.84
0.22,0.32,0.76,-5.86,37.35,-34.36
0.24,0.28,0.73,-4.09,37.41,-36.25
0.25,0.28,0.70,-2.26,36.56,-36.32
0.25,0.28,0.67,-1.34,34.42,-36.32
0.26,0.28,0.68,-2.08,31.49,-37.29
0.26,0.27,0.71,-3.78,28.38,-38.02
0.27,0.27,0.74,-5.49,26.79,-38.88
0.28,0.25,0.73,-4.09,26.92,-40.04
0.29,0.26,0.68,-2.99,27.83,-40.95
0.30,0.24,0.65,-3.17,26.79,-41.63
0.30,0.21,0.65,-5.49,24.17,-42.97
0.31,0.21,0.66,-7.75,21.73,-43.03
0.32,0.19,0.68,-10.01,19.65,-43.09
0.31,0.21,0.68,-10.86,18.68,-42.66
0.32,0.23,0.68,-9.70,17.76,-43.03
0.33,0.20,0.70,-8.61,16.72,-44.43
0.33,0.20,0.65,-7.87,17.40,-44.86
0.34,0.18,0.63,-8.61,16.97,-45.59
0.35,0.15,0.64,-9.28,14.40,-46.45
0.35,0.16,0.64,-9.34,13.00,-46.08
0.36,0.14,0.62,-9.83,12.02,-46.63
0.37,0.14,0.62,-11.41,9.34,-46.88
0.38,0.11,0.63,-12.88,7.26,-47.00
0.38,0.09,0.62,-15.63,6.16,-47.42
0.38,0.10,0.62,-19.10,4.21,-46.57
0.38,0.08,0.67,-23.62,1.16,-46.57
0.37,0.08,0.70,-26.67,-0.12,-45.84
0.36,0.12,0.69,-26.49,0.85,-44.68
0.36,0.11,0.65,-24.29,1.65,-45.65
0.37,0.07,0.61,-21.97,1.10,-47.00
0.37,0.03,0.58,-21.85,-1.10,-47.06
0.38,0.02,0.62,-22.40,-5.00,-45.41
0.38,0.03,0.62,-22.09,-6.96,-43.58
0.38,0.04,0.60,-21.42,-7.63,-42.18
0.39,0.02,0.61,-21.91,-9.89,-41.32
0.40,0.02,0.63,-23.01,-12.21,-40.04
0.41,0.04,0.65,-24.72,-13.31,-38.27
0.40,0.06,0.64,-26.00,-13.12,-36.74
0.40,0.09,0.63,-28.75,-13.85,-35.83
0.39,0.10,0.62,-30.40,-15.01,-35.95
0.39,0.07,0.63,-29.85,-16.85,-36.62
0.38,0.09,0.62,-26.86,-17.88,-35.58
0.38,0.09,0.60,-23.07,-18.49,-34.79
0.38,0.06,0.59,-20.45,-19.96,-35.28
0.38,0.05,0.58,-18.01,-21.85,-35.03
0.37,0.07,0.55,-15.81,-23.44,-34.18
0.37,0.08,0.58,-14.04,-26.92,-34.18
0.37,0.08,0.61,-12.76,-30.33,-35.03
0.36,0.05,0.61,-10.93,-31.49,-35.77
0.35,0.03,0.62,-9.40,-33.39,-35.77
0.36,0.01,0.67,-7.57,-36.32,-35.03
0.35,-0.03,0.66,-5.68,-36.44,-33.94
0.35,-0.05,0.64,-3.23,-36.74,-32.47
0.34,-0.01,0.68,-1.95,-39.79,-29.66
0.33,-0.02,0.73,-2.69,-42.36,-28.20
0.32,-0.04,0.79,-4.70,-43.82,-28.08
0.31,-0.05,0.82,-6.23,-43.21,-26.67
0.30,-0.05,0.83,-6.41,-41.38,-25.45
0.30,-0.04,0.79,-5.80,-39.06,-24.29
0.30,-0.06,0.76,-5.68,-38.33,-23.99
0.29,-0.07,0.76,-4.88,-39.43,-23.13
0.29,-0.08,0.76,-3.66,-40.34,-21.12
0.29,-0.08,0.76,-4.39,-41.20,-19.35
0.27,-0.05,0.75,-5.80,-42.30,-16.66
0.26,-0.06,0.77,-6.23,-44.43,-15.56
0.25,-0.09,0.81,-6.23,-46.45,-14.47
0.23,-0.06,0.82,-5.07,-46.51,-12.70
0.23,-0.06,0.83,-4.46,-45.72,-11.90
0.22,-0.06,0.86,-6.10,-45.72,-11.90
0.22,-0.05,0.92,-8.91,-44.68,-11.23
0.20,-0.04,0.90,-11.72,-41.26,-11.54
0.19,-0.07,0.88,-14.53,-38.88,-12.02
0.18,-0.11,0.93,-18.92,-40.10,-12.15
0.17,-0.12,0.97,-19.23,-39.61,-10.01
0.17,-0.14,0.94,-18.31,-36.87,-7.81
0.17,-0.14,0.88,-16.48,-34.36,-5.19
0.16,-0.09,0.88,-14.22,-35.03,-1.22
0.16,-0.04,0.87,-10.80,-35.83,1.95
0.15,0.04,0.82,-6.96,-35.16,3.91
0.16,0.03,0.78,-4.70,-36.38,2.99
0.17,0.00,0.79,-7.39,-39.92,2.01
0.16,0.02,0.86,-12.82,-44.68,4.09
0.15,0.06,0.94,-17.82,-47.55,6.04
0.14,0.10,0.99,-20.08,-47.18,7.08
0.13,0.10,0.99,-19.65,-44.98,6.65
0.12,0.11,0.97,-16.30,-42.85,6.29
0.10,0.13,0.91,-12.15,-41.14,6.23
0.11,0.11,0.88,-8.85,-41.50,4.15
0.12,0.06,0.86,-7.02,-43.46,2.44
0.13,-0.00,0.86,-7.45,-46.33,2.87
0.10,0.07,0.95,-6.47,-51.27,7.57
0.07,0.16,1.05,-3.42,-54.57,11.66
0.06,0.15,1.12,0.43,-53.71,10.80
0.05,0.13,1.08,5.68,-48.95,9.70
0.05,0.09,1.02,9.03,-45.59,9.40
0.07,0.05,1.03,8.79,-46.08,9.52
0.06,0.04,1.01,4.70,-46.81,11.78
0.05,0.07,1.06,-1.53,-48.58,13.92
0.03,0.09,1.16,-4.88,-50.78,15.87
0.01,0.12,1.20,-5.07,-49.26,17.27
-0.01,0.13,1.19,-2.08,-44.92,18.07
-0.01,0.10,1.14,3.54,-40.59,17.27
-0.01,0.09,1.07,8.54,-38.27,17.70
-0.01,0.07,1.08,9.46,-39.61,18.49
-0.02,0.04,1.14,7.20,-41.44,19.71
-0.03,0.06,1.18,5.86,-40.59,21.73
-0.05,0.08,1.14,6.53,-37.41,23.13
-0.08,0.08,1.13,5.80,-35.52,23.19
-0.09,0.06,1.20,5.55,-35.71,23.62
-0.08,0.05,1.16,8.00,-31.43,24.05
-0.08,0.05,1.03,10.07,-24.96,24.72
-0.06,0.01,0.99,10.19,-24.78,25.33
-0.07,0.02,0.99,8.79,-26.73,27.95
-0.09,0.09,0.99,8.12,-27.40,31.07
-0.11,0.15,0.98,8.91,-27.83,32.29
-0.11,0.16,0.99,9.03,-28.02,31.01
-0.11,0.15,0.96,9.28,-26.43,28.99
-0.10,0.13,0.87,10.50,-24.11,27.83
-0.09,0.10,0.79,11.17,-24.96,26.98
-0.09,0.16,0.85,9.03,-31.37,28.63
-0.08,0.10,0.96,5.68,-37.41,27.40
-0.11,0.15,0.99,3.23,-37.54,28.38
-0.13,0.22,1.07,3.85,-38.57,29.72
-0.14,0.19,1.12,6.90,-37.54,26.86
-0.14,0.18,1.07,10.38,-32.90,25.15
-0.14,0.11,1.02,11.72,-29.97,23.25
-0.13,0.09,0.95,13.24,-29.42,22.71
-0.14,0.05,0.95,10.93,-30.88,23.19
-0.16,0.05,1.02,6.53,-34.73,24.54
-0.18,0.09,1.08,4.64,-35.83,26.86
-0.19,0.09,1.12,4.94,-34.91,27.04
-0.19,0.09,1.14,5.31,-33.20,27.04
-0.19,0.09,1.13,5.92,-30.82,27.34
-0.20,0.05,1.12,6.23,-28.87,27.04
-0.21,0.01,1.14,5.25,-27.77,27.40
-0.21,0.01,1.16,4.21,-26.67,29.30
-0.22,0.03,1.17,3.17,-24.78,30.76
-0.23,0.04,1.17,1.53,-22.46,31.86
-0.23,0.05,1.19,-0.12,-21.12,32.41
-0.23,0.02,1.18,-0.73,-18.13,32.41
-0.24,0.03,1.15,-1.34,-15.50,33.63
-0.24,0.03,1.15,-1.53,-14.65,34.48
-0.25,0.02,1.13,-1.28,-13.24,35.03
-0.25,0.02,1.17,-0.98,-13.85,36.80
-0.24,0.03,1.21,0.79,-13.49,38.09
-0.25,0.03,1.18,2.81,-9.95,38.88
-0.26,0.07,1.14,1.89,-7.87,40.22
-0.26,0.03,1.17,-0.85,-8.12,39.61
-0.25,0.02,1.19,-2.50,-7.39,39.43
-0.26,0.03,1.15,-2.50,-4.64,40.34
-0.26,0.01,1.11,-2.75,-2.50,40.41
-0.26,-0.00,1.15,-4.70,-4.09,41.75
-0.27,0.01,1.19,-5.25,-4.03,43.95
-0.27,0.02,1.18,-3.17,-1.16,45.53
-0.28,0.04,1.13,-1.04,1.65,46.51
-0.28,0.11,1.11,-0.37,2.50,47.30
-0.27,0.12,1.12,-1.34,2.01,45.65
-0.27,0.07,1.16,-3.60,1.28,43.15
-0.26,0.07,1.20,-5.62,1.89,42.85
-0.27,0.05,1.17,-6.29,5.25,43.21
-0.27,0.03,1.17,-7.75,7.20,43.76
-0.27,0.04,1.20,-8.85,7.08,45.04
-0.27,0.07,1.20,-7.75,9.89,46.39
-0.27,0.06,1.19,-6.96,12.88,46.57
-0.27,0.09,1.19,-6.23,14.83,47.67
-0.27,0.15,1.17,-5.80,16.48,48.71
-0.27,0.13,1.17,-7.14,17.27,46.75
-0.27,0.11,1.20,-8.48,17.21,45.53
-0.27,0.12,1.20,-8.12,18.80,45.78
-0.27,0.13,1.19,-6.41,21.24,45.47
-0.26,0.12,1.16,-5.92,23.13,44.92
-0.26,0.09,1.16,-6.35,24.41,44.56
-0.26,0.08,1.15,-6.35,25.15,45.10
-0.27,0.14,1.17,-6.53,25.63,47.18
-0.26,0.16,1.21,-6.59,26.61,46.63
-0.26,0.14,1.19,-6.71,29.97,45.23
-0.25,0.14,1.17,-6.84,33.45,44.56
-0.25,0.19,1.09,-6.04,36.32,44.92
-0.24,0.19,1.06,-6.90,36.93,43.46
-0.23,0.18,1.09,-8.30,35.16,41.63
-0.22,0.20,1.08,-9.46,35.34,40.95
-0.22,0.20,1.06,-10.25,36.19,39.92
-0.21,0.20,1.10,-11.35,35.34,39.00
-0.21,0.17,1.11,-12.94,36.13,38.15
-0.20,0.23,1.10,-13.85,38.57,38.64
-0.19,0.20,1.08,-16.66,40.10,37.54
-0.18,0.21,1.08,-19.71,41.20,36.44
-0.17,0.25,1.07,-22.16,42.36,36.93
-0.17,0.28,1.05,-23.93,43.88,36.01
-0.17,0.31,1.06,-25.57,43.58,34.61
-0.17,0.35,1.08,-25.82,43.46,32.78
-0.17,0.35,1.12,-24.72,44.13,29.85
-0.15,0.37,1.09,-20.08,47.30,27.65
-0.14,0.36,1.02,-15.01,50.54,24.72
-0.13,0.35,1.01,-12.02,50.48,22.16
-0.12,0.33,1.02,-11.54,49.07,20.08
-0.11,0.32,0.99,-12.21,49.68,18.49
-0.10,0.33,0.99,-13.18,49.32,17.94
-0.10,0.34,1.00,-15.14,48.65,17.46
-0.09,0.35,1.00,-17.52,48.71,16.30
-0.09,0.39,0.99,-18.86,49.56,15.32
-0.08,0.40,0.97,-18.80,50.23,12.76
-0.06,0.37,0.96,-17.52,50.66,9.46
-0.04,0.38,0.94,-15.50,51.64,7.69
-0.04,0.38,0.89,-13.43,52.37,6.16
-0.04,0.39,0.89,-12.51,51.57,4.58
-0.03,0.42,0.89,-12.39,50.42,3.17
-0.02,0.41,0.86,-13.18,50.35,0.49
0.00,0.40,0.86,-14.89,49.26,-1.83
0.01,0.39,0.85,-15.63,48.71,-3.66
0.03,0.41,0.84,-14.53,48.10,-4.52
0.04,0.39,0.84,-14.28,46.88,-6.10
0.05,0.39,0.86,-14.71,45.17,-7.32
0.05,0.41,0.85,-14.16,44.98,-8.00
0.06,0.40,0.84,-14.59,44.62,-10.19
0.07,0.38,0.85,-14.83,43.52,-12.33
0.08,0.40,0.85,-13.92,42.60,-13.12
0.08,0.41,0.83,-13.73,42.24,-14.47
0.09,0.38,0.85,-14.04,41.44,-16.91
0.10,0.34,0.85,-14.40,41.32,-18.74
0.11,0.33,0.82,-13.98,42.05,-18.74
0.12,0.35,0.79,-13.49,42.18,-18.37
0.12,0.34,0.79,-15.38,41.02,-18.98
0.14,0.32,0.81,-17.76,39.06,-19.78
0.14,0.36,0.81,-19.47,38.09,-18.86
0.14,0.38,0.84,-18.86,36.74,-19.35
0.15,0.38,0.86,-16.72,36.32,-20.69
0.16,0.33,0.84,-15.14,37.66,-22.83
0.17,0.32,0.82,-14.40,38.39,-23.25
0.17,0.32,0.82,-13.18,37.84,-22.52
0.18,0.32,0.83,-13.00,36.62,-22.28
0.17,0.36,0.84,-13.79,35.89,-21.85
0.17,0.37,0.86,-14.22,35.95,-23.38
0.18,0.34,0.86,-15.81,36.32,-26.43
0.19,0.36,0.83,-14.59,37.05,-27.16
0.20,0.35,0.76,-13.12,38.27,-28.81
0.21,0.35,0.72,-12.39,37.78,-30.40
0.22,0.36,0.73,-12.08,35.03,-31.62
0.24,0.36,0.71,-10.74,33.02,-33.02
0.23,0.37,0.66,-10.31,31.92,-34.55
0.25,0.36,0.68,-10.13,28.69,-36.25
0.26,0.34,0.67,-10.99,26.31,-38.70
0.26,0.35,0.67,-12.51,24.17,-39.61
0.27,0.31,0.70,-14.28,20.87,-41.32
0.27,0.30,0.72,-14.53,19.10,-42.60
0.27,0.32,0.71,-14.40,18.98,-42.72
0.27,0.30,0.72,-14.34,18.43,-44.25
0.27,0.27,0.72,-14.71,17.27,-45.53
0.27,0.28,0.69,-14.40,16.97,-45.41
0.28,0.28,0.67,-14.65,15.69,-46.20
0.29,0.23,0.65,-14.47,13.85,-47.73
0.30,0.22,0.65,-14.65,11.84,-47.91
0.30,0.21,0.64,-15.08,9.95,-47.61
0.30,0.24,0.65,-15.93,7.69,-47.12
0.31,0.25,0.68,-17.03,5.43,-47.30
0.32,0.23,0.67,-17.15,5.25,-48.46
0.32,0.23,0.64,-16.30,5.19,-48.65
0.33,0.23,0.64,-15.32,3.60,-48.40
0.33,0.21,0.64,-14.10,1.46,-48.95
0.32,0.20,0.63,-14.40,0.18,-48.95
0.33,0.17,0.65,-15.38,-2.56,-49.13
0.33,0.17,0.67,-15.01,-4.46,-48.34
0.33,0.20,0.67,-14.22,-5.25,-47.18
0.33,0.21,0.65,-14.22,-6.16,-47.24
0.33,0.20,0.71,-15.26,-8.73,-47.97
0.33,0.17,0.74,-16.24,-10.13,-48.71
0.32,0.16,0.74,-16.24,-9.09,-48.71
0.32,0.17,0.72,-13.61,-8.73,-48.28
0.33,0.12,0.67,-10.56,-8.00,-49.13
0.34,0.12,0.63,-9.03,-8.48,-48.58
0.34,0.10,0.62,-9.28,-10.86,-47.61
0.34,0.07,0.64,-11.17,-13.43,-46.94
0.34,0.10,0.69,-13.98,-17.15,-44.98
0.34,0.09,0.72,-15.75,-18.43,-44.25
0.34,0.08,0.74,-16.42,-18.31,-43.88
0.33,0.10,0.73,-16.97,-18.19,-42.85
0.33,0.12,0.73,-17.64,-18.13,-42.05
0.33,0.10,0.74,-18.43,-18.80,-42.54
0.33,0.07,0.72,-17.82,-19.10,-42.48
0.33,0.07,0.70,-16.05,-19.78,-41.26
0.32,0.09,0.72,-14.28,-21.67,-39.61
0.32,0.06,0.74,-12.39,-23.62,-39.43
0.32,0.05,0.74,-11.05,-24.05,-38.82
0.32,0.03,0.71,-10.93,-24.41,-37.84
0.32,0.03,0.72,-11.29,-26.12,-36.50
0.32,0.04,0.76,-11.29,-28.50,-34.85
0.31,0.04,0.77,-10.25,-29.17,-34.00
0.31,0.04,0.79,-7.93,-29.17,-33.14
0.31,0.01,0.75,-5.98,-28.75,-32.84
0.31,-0.02,0.73,-5.98,-28.81,-32.35
0.30,-0.02,0.74,-6.23,-31.07,-30.52
0.29,-0.01,0.76,-5.68,-32.90,-28.69
0.28,0.00,0.79,-4.94,-34.30,-27.47
0.28,-0.02,0.82,-4.33,-35.22,-26.61
0.28,-0.02,0.81,-4.76,-34.67,-25.45
0.28,-0.00,0.78,-6.04,-34.00,-23.80
0.28,-0.02,0.78,-8.67,-34.91,-22.95
0.28,-0.04,0.81,-10.50,-36.62,-21.85
0.27,-0.00,0.81,-10.13,-36.56,-19.17
0.25,0.02,0.82,-9.03,-36.68,-17.15
0.25,0.02,0.83,-8.85,-36.62,-16.60
0.24,0.05,0.81,-7.63,-36.07,-15.38
0.23,0.04,0.76,-6.59,-35.28,-15.38
0.23,0.01,0.76,-5.86,-36.25,-15.38
0.22,0.01,0.74,-4.70,-37.23,-14.47
0.22,-0.01,0.71,-3.11,-37.96,-13.31
0.22,0.00,0.74,-2.62,-40.83,-11.54
0.22,0.01,0.78,-2.81,-43.09,-9.89
